id,product_id,sku,quantity_available,reserved_quantity,reorder_threshold,warehouse_location,shelf_location,last_updated,status
280,280,SKU87226,500,0,20,WH3,SHELF280,'2025-05-13 10:00:00',IN_STOCK
281,281,SKU74266,500,0,20,WH2,SHELF281,'2025-05-13 10:00:00',LOW_STOCK
282,282,SKU77433,500,0,20,WH1,SHELF282,'2025-05-13 10:00:00',OUT_OF_STOCK
283,283,SKU35504,500,0,20,WH3,SHELF283,'2025-05-13 10:00:00',IN_STOCK
284,284,SKU41055,500,0,20,WH2,SHELF284,'2025-05-13 10:00:00',LOW_STOCK
285,285,SKU22539,500,0,20,WH1,SHELF285,'2025-05-13 10:00:00',OUT_OF_STOCK
286,286,SKU54953,500,0,20,WH3,SHELF286,'2025-05-13 10:00:00',IN_STOCK
287,287,SKU39700,500,0,20,WH2,SHELF287,'2025-05-13 10:00:00',LOW_STOCK
288,288,SKU75959,500,0,20,WH1,SHELF288,'2025-05-13 10:00:00',OUT_OF_STOCK
289,289,SKU90497,500,0,20,WH3,SHELF289,'2025-05-13 10:00:00',IN_STOCK
290,290,SKU17895,500,0,20,WH2,SHELF290,'2025-05-13 10:00:00',LOW_STOCK
291,291,SKU66632,500,0,20,WH1,SHELF291,'2025-05-13 10:00:00',OUT_OF_STOCK
292,292,SKU98900,500,0,20,WH3,SHELF292,'2025-05-13 10:00:00',IN_STOCK
293,293,SKU78588,500,0,20,WH2,SHELF293,'2025-05-13 10:00:00',LOW_STOCK
294,294,SKU43779,500,0,20,WH1,SHELF294,'2025-05-13 10:00:00',OUT_OF_STOCK
295,295,SKU10419,500,0,20,WH3,SHELF295,'2025-05-13 10:00:00',IN_STOCK
296,296,SKU97212,500,0,20,WH2,SHELF296,'2025-05-13 10:00:00',LOW_STOCK
297,297,SKU62424,500,0,20,WH1,SHELF297,'2025-05-13 10:00:00',OUT_OF_STOCK
298,298,SKU36965,500,0,20,WH3,SHELF298,'2025-05-13 10:00:00',IN_STOCK
299,299,SKU41975,500,0,20,WH2,SHELF299,'2025-05-13 10:00:00',LOW_STOCK
300,300,SKU57521,500,0,20,WH1,SHELF300,'2025-05-13 10:00:00',OUT_OF_STOCK
301,301,SKU87433,500,0,20,WH3,SHELF301,'2025-05-13 10:00:00',IN_STOCK
302,302,SKU68165,500,0,20,WH2,SHELF302,'2025-05-13 10:00:00',LOW_STOCK
303,303,SKU86641,500,0,20,WH1,SHELF303,'2025-05-13 10:00:00',OUT_OF_STOCK
304,304,SKU11449,500,0,20,WH3,SHELF304,'2025-05-13 10:00:00',IN_STOCK
305,305,SKU86953,500,0,20,WH2,SHELF305,'2025-05-13 10:00:00',LOW_STOCK
306,306,SKU41381,500,0,20,WH1,SHELF306,'2025-05-13 10:00:00',OUT_OF_STOCK
307,307,SKU95305,500,0,20,WH3,SHELF307,'2025-05-13 10:00:00',IN_STOCK
308,308,SKU47900,500,0,20,WH2,SHELF308,'2025-05-13 10:00:00',LOW_STOCK
309,309,SKU23835,500,0,20,WH1,SHELF309,'2025-05-13 10:00:00',OUT_OF_STOCK
310,310,SKU68744,500,0,20,WH3,SHELF310,'2025-05-13 10:00:00',IN_STOCK
311,311,SKU73671,500,0,20,WH2,SHELF311,'2025-05-13 10:00:00',LOW_STOCK
312,312,SKU17711,500,0,20,WH1,SHELF312,'2025-05-13 10:00:00',OUT_OF_STOCK
313,313,SKU56680,500,0,20,WH3,SHELF313,'2025-05-13 10:00:00',IN_STOCK
314,314,SKU53075,500,0,20,WH2,SHELF314,'2025-05-13 10:00:00',LOW_STOCK
315,315,SKU62094,500,0,20,WH1,SHELF315,'2025-05-13 10:00:00',OUT_OF_STOCK
316,316,SKU91972,500,0,20,WH3,SHELF316,'2025-05-13 10:00:00',IN_STOCK
317,317,SKU95287,500,0,20,WH2,SHELF317,'2025-05-13 10:00:00',LOW_STOCK
318,318,SKU18884,500,0,20,WH1,SHELF318,'2025-05-13 10:00:00',OUT_OF_STOCK
319,319,SKU99375,500,0,20,WH3,SHELF319,'2025-05-13 10:00:00',IN_STOCK
320,320,SKU85724,500,0,20,WH2,SHELF320,'2025-05-13 10:00:00',LOW_STOCK
321,321,SKU22121,500,0,20,WH1,SHELF321,'2025-05-13 10:00:00',OUT_OF_STOCK
322,322,SKU33624,500,0,20,WH3,SHELF322,'2025-05-13 10:00:00',IN_STOCK
323,323,SKU35589,500,0,20,WH2,SHELF323,'2025-05-13 10:00:00',LOW_STOCK
324,324,SKU78559,500,0,20,WH1,SHELF324,'2025-05-13 10:00:00',OUT_OF_STOCK
325,325,SKU84699,500,0,20,WH3,SHELF325,'2025-05-13 10:00:00',IN_STOCK
326,326,SKU30939,500,0,20,WH2,SHELF326,'2025-05-13 10:00:00',LOW_STOCK
327,327,SKU59288,500,0,20,WH1,SHELF327,'2025-05-13 10:00:00',OUT_OF_STOCK
328,328,SKU24593,500,0,20,WH3,SHELF328,'2025-05-13 10:00:00',IN_STOCK
329,329,SKU37802,500,0,20,WH2,SHELF329,'2025-05-13 10:00:00',LOW_STOCK
330,330,SKU24769,500,0,20,WH1,SHELF330,'2025-05-13 10:00:00',OUT_OF_STOCK
331,331,SKU35722,500,0,20,WH3,SHELF331,'2025-05-13 10:00:00',IN_STOCK
332,332,SKU25961,500,0,20,WH2,SHELF332,'2025-05-13 10:00:00',LOW_STOCK
333,333,SKU67360,500,0,20,WH1,SHELF333,'2025-05-13 10:00:00',OUT_OF_STOCK
334,334,SKU59370,500,0,20,WH3,SHELF334,'2025-05-13 10:00:00',IN_STOCK
335,335,SKU88589,500,0,20,WH2,SHELF335,'2025-05-13 10:00:00',LOW_STOCK
336,336,SKU43833,500,0,20,WH1,SHELF336,'2025-05-13 10:00:00',OUT_OF_STOCK
337,337,SKU68284,500,0,20,WH3,SHELF337,'2025-05-13 10:00:00',IN_STOCK
338,338,SKU65009,500,0,20,WH2,SHELF338,'2025-05-13 10:00:00',LOW_STOCK
339,339,SKU78414,500,0,20,WH1,SHELF339,'2025-05-13 10:00:00',OUT_OF_STOCK
340,340,SKU90238,500,0,20,WH3,SHELF340,'2025-05-13 10:00:00',IN_STOCK
341,341,SKU58191,500,0,20,WH2,SHELF341,'2025-05-13 10:00:00',LOW_STOCK
342,342,SKU75050,500,0,20,WH1,SHELF342,'2025-05-13 10:00:00',OUT_OF_STOCK
343,343,SKU98783,500,0,20,WH3,SHELF343,'2025-05-13 10:00:00',IN_STOCK
344,344,SKU93864,500,0,20,WH2,SHELF344,'2025-05-13 10:00:00',LOW_STOCK
345,345,SKU43276,500,0,20,WH1,SHELF345,'2025-05-13 10:00:00',OUT_OF_STOCK
346,346,SKU35388,500,0,20,WH3,SHELF346,'2025-05-13 10:00:00',IN_STOCK
347,347,SKU54617,500,0,20,WH2,SHELF347,'2025-05-13 10:00:00',LOW_STOCK
348,348,SKU40024,500,0,20,WH1,SHELF348,'2025-05-13 10:00:00',OUT_OF_STOCK
349,349,SKU82713,500,0,20,WH3,SHELF349,'2025-05-13 10:00:00',IN_STOCK
350,350,SKU24462,500,0,20,WH2,SHELF350,'2025-05-13 10:00:00',LOW_STOCK
351,351,SKU81552,500,0,20,WH1,SHELF351,'2025-05-13 10:00:00',OUT_OF_STOCK
352,352,SKU96554,500,0,20,WH3,SHELF352,'2025-05-13 10:00:00',IN_STOCK
353,353,SKU62782,500,0,20,WH2,SHELF353,'2025-05-13 10:00:00',LOW_STOCK
354,354,SKU67332,500,0,20,WH1,SHELF354,'2025-05-13 10:00:00',OUT_OF_STOCK
355,355,SKU72170,500,0,20,WH3,SHELF355,'2025-05-13 10:00:00',IN_STOCK
356,356,SKU30065,500,0,20,WH2,SHELF356,'2025-05-13 10:00:00',LOW_STOCK
357,357,SKU68977,500,0,20,WH1,SHELF357,'2025-05-13 10:00:00',OUT_OF_STOCK
358,358,SKU31618,500,0,20,WH3,SHELF358,'2025-05-13 10:00:00',IN_STOCK
359,359,SKU33880,500,0,20,WH2,SHELF359,'2025-05-13 10:00:00',LOW_STOCK
360,360,SKU54689,500,0,20,WH1,SHELF360,'2025-05-13 10:00:00',OUT_OF_STOCK
361,361,SKU60639,500,0,20,WH3,SHELF361,'2025-05-13 10:00:00',IN_STOCK
362,362,SKU96139,500,0,20,WH2,SHELF362,'2025-05-13 10:00:00',LOW_STOCK
363,363,SKU33057,500,0,20,WH1,SHELF363,'2025-05-13 10:00:00',OUT_OF_STOCK
364,364,SKU53218,500,0,20,WH3,SHELF364,'2025-05-13 10:00:00',IN_STOCK
365,365,SKU43513,500,0,20,WH2,SHELF365,'2025-05-13 10:00:00',LOW_STOCK
366,366,SKU15845,500,0,20,WH1,SHELF366,'2025-05-13 10:00:00',OUT_OF_STOCK
367,367,SKU53883,500,0,20,WH3,SHELF367,'2025-05-13 10:00:00',IN_STOCK
368,368,SKU41130,500,0,20,WH2,SHELF368,'2025-05-13 10:00:00',LOW_STOCK
369,369,SKU26407,500,0,20,WH1,SHELF369,'2025-05-13 10:00:00',OUT_OF_STOCK
370,370,SKU90456,500,0,20,WH3,SHELF370,'2025-05-13 10:00:00',IN_STOCK
371,371,SKU57265,500,0,20,WH2,SHELF371,'2025-05-13 10:00:00',LOW_STOCK
372,372,SKU91870,500,0,20,WH1,SHELF372,'2025-05-13 10:00:00',OUT_OF_STOCK
373,373,SKU92646,500,0,20,WH3,SHELF373,'2025-05-13 10:00:00',IN_STOCK
374,374,SKU77956,500,0,20,WH2,SHELF374,'2025-05-13 10:00:00',LOW_STOCK
375,375,SKU35555,500,0,20,WH1,SHELF375,'2025-05-13 10:00:00',OUT_OF_STOCK
376,376,SKU91364,500,0,20,WH3,SHELF376,'2025-05-13 10:00:00',IN_STOCK
377,377,SKU24193,500,0,20,WH2,SHELF377,'2025-05-13 10:00:00',LOW_STOCK
378,378,SKU87004,500,0,20,WH1,SHELF378,'2025-05-13 10:00:00',OUT_OF_STOCK
379,379,SKU82680,500,0,20,WH3,SHELF379,'2025-05-13 10:00:00',IN_STOCK
380,380,SKU25507,500,0,20,WH2,SHELF380,'2025-05-13 10:00:00',LOW_STOCK
381,381,SKU79107,500,0,20,WH1,SHELF381,'2025-05-13 10:00:00',OUT_OF_STOCK
382,382,SKU23143,500,0,20,WH3,SHELF382,'2025-05-13 10:00:00',IN_STOCK
383,383,SKU49085,500,0,20,WH2,SHELF383,'2025-05-13 10:00:00',LOW_STOCK
384,384,SKU80153,500,0,20,WH1,SHELF384,'2025-05-13 10:00:00',OUT_OF_STOCK
385,385,SKU23651,500,0,20,WH3,SHELF385,'2025-05-13 10:00:00',IN_STOCK
386,386,SKU28217,500,0,20,WH2,SHELF386,'2025-05-13 10:00:00',LOW_STOCK
387,387,SKU75053,500,0,20,WH1,SHELF387,'2025-05-13 10:00:00',OUT_OF_STOCK
388,388,SKU68366,500,0,20,WH3,SHELF388,'2025-05-13 10:00:00',IN_STOCK
389,389,SKU59194,500,0,20,WH2,SHELF389,'2025-05-13 10:00:00',LOW_STOCK
390,390,SKU18119,500,0,20,WH1,SHELF390,'2025-05-13 10:00:00',OUT_OF_STOCK
391,391,SKU15080,500,0,20,WH3,SHELF391,'2025-05-13 10:00:00',IN_STOCK
392,392,SKU84301,500,0,20,WH2,SHELF392,'2025-05-13 10:00:00',LOW_STOCK
393,393,SKU55457,500,0,20,WH1,SHELF393,'2025-05-13 10:00:00',OUT_OF_STOCK
394,394,SKU55991,500,0,20,WH3,SHELF394,'2025-05-13 10:00:00',IN_STOCK
395,395,SKU40383,500,0,20,WH2,SHELF395,'2025-05-13 10:00:00',LOW_STOCK
396,396,SKU50992,500,0,20,WH1,SHELF396,'2025-05-13 10:00:00',OUT_OF_STOCK
397,397,SKU43011,500,0,20,WH3,SHELF397,'2025-05-13 10:00:00',IN_STOCK
398,398,SKU97107,500,0,20,WH2,SHELF398,'2025-05-13 10:00:00',LOW_STOCK
399,399,SKU90102,500,0,20,WH1,SHELF399,'2025-05-13 10:00:00',OUT_OF_STOCK
400,400,SKU49481,500,0,20,WH3,SHELF400,'2025-05-13 10:00:00',IN_STOCK
401,401,SKU17841,500,0,20,WH2,SHELF401,'2025-05-13 10:00:00',LOW_STOCK
402,402,SKU74387,500,0,20,WH1,SHELF402,'2025-05-13 10:00:00',OUT_OF_STOCK
403,403,SKU15612,500,0,20,WH3,SHELF403,'2025-05-13 10:00:00',IN_STOCK
404,404,SKU68382,500,0,20,WH2,SHELF404,'2025-05-13 10:00:00',LOW_STOCK
405,405,SKU75785,500,0,20,WH1,SHELF405,'2025-05-13 10:00:00',OUT_OF_STOCK
406,406,SKU46740,500,0,20,WH3,SHELF406,'2025-05-13 10:00:00',IN_STOCK
407,407,SKU16710,500,0,20,WH2,SHELF407,'2025-05-13 10:00:00',LOW_STOCK
408,408,SKU57557,500,0,20,WH1,SHELF408,'2025-05-13 10:00:00',OUT_OF_STOCK
409,409,SKU52556,500,0,20,WH3,SHELF409,'2025-05-13 10:00:00',IN_STOCK
410,410,SKU49171,500,0,20,WH2,SHELF410,'2025-05-13 10:00:00',LOW_STOCK
411,411,SKU49907,500,0,20,WH1,SHELF411,'2025-05-13 10:00:00',OUT_OF_STOCK
412,412,SKU35957,500,0,20,WH3,SHELF412,'2025-05-13 10:00:00',IN_STOCK
413,413,SKU15490,500,0,20,WH2,SHELF413,'2025-05-13 10:00:00',LOW_STOCK
414,414,SKU27286,500,0,20,WH1,SHELF414,'2025-05-13 10:00:00',OUT_OF_STOCK
415,415,SKU28601,500,0,20,WH3,SHELF415,'2025-05-13 10:00:00',IN_STOCK
416,416,SKU31002,500,0,20,WH2,SHELF416,'2025-05-13 10:00:00',LOW_STOCK
417,417,SKU90409,500,0,20,WH1,SHELF417,'2025-05-13 10:00:00',OUT_OF_STOCK
418,418,SKU65174,500,0,20,WH3,SHELF418,'2025-05-13 10:00:00',IN_STOCK
419,419,SKU95955,500,0,20,WH2,SHELF419,'2025-05-13 10:00:00',LOW_STOCK
420,420,SKU42075,500,0,20,WH1,SHELF420,'2025-05-13 10:00:00',OUT_OF_STOCK
421,421,SKU58696,500,0,20,WH3,SHELF421,'2025-05-13 10:00:00',IN_STOCK
422,422,SKU68850,500,0,20,WH2,SHELF422,'2025-05-13 10:00:00',LOW_STOCK
423,423,SKU39628,500,0,20,WH1,SHELF423,'2025-05-13 10:00:00',OUT_OF_STOCK
424,424,SKU66446,500,0,20,WH3,SHELF424,'2025-05-13 10:00:00',IN_STOCK
425,425,SKU49127,500,0,20,WH2,SHELF425,'2025-05-13 10:00:00',LOW_STOCK
426,426,SKU76815,500,0,20,WH1,SHELF426,'2025-05-13 10:00:00',OUT_OF_STOCK
427,427,SKU62033,500,0,20,WH3,SHELF427,'2025-05-13 10:00:00',IN_STOCK
428,428,SKU85742,500,0,20,WH2,SHELF428,'2025-05-13 10:00:00',LOW_STOCK
429,429,SKU19948,500,0,20,WH1,SHELF429,'2025-05-13 10:00:00',OUT_OF_STOCK
430,430,SKU40424,500,0,20,WH3,SHELF430,'2025-05-13 10:00:00',IN_STOCK
431,431,SKU17451,500,0,20,WH2,SHELF431,'2025-05-13 10:00:00',LOW_STOCK
432,432,SKU86869,500,0,20,WH1,SHELF432,'2025-05-13 10:00:00',OUT_OF_STOCK
433,433,SKU13092,500,0,20,WH3,SHELF433,'2025-05-13 10:00:00',IN_STOCK
434,434,SKU66638,500,0,20,WH2,SHELF434,'2025-05-13 10:00:00',LOW_STOCK
435,435,SKU90292,500,0,20,WH1,SHELF435,'2025-05-13 10:00:00',OUT_OF_STOCK
436,436,SKU84860,500,0,20,WH3,SHELF436,'2025-05-13 10:00:00',IN_STOCK
437,437,SKU66283,500,0,20,WH2,SHELF437,'2025-05-13 10:00:00',LOW_STOCK
438,438,SKU66302,500,0,20,WH1,SHELF438,'2025-05-13 10:00:00',OUT_OF_STOCK
439,439,SKU49639,500,0,20,WH3,SHELF439,'2025-05-13 10:00:00',IN_STOCK
440,440,SKU17007,500,0,20,WH2,SHELF440,'2025-05-13 10:00:00',LOW_STOCK
441,441,SKU39370,500,0,20,WH1,SHELF441,'2025-05-13 10:00:00',OUT_OF_STOCK
442,442,SKU28711,500,0,20,WH3,SHELF442,'2025-05-13 10:00:00',IN_STOCK
443,443,SKU60982,500,0,20,WH2,SHELF443,'2025-05-13 10:00:00',LOW_STOCK
444,444,SKU97026,500,0,20,WH1,SHELF444,'2025-05-13 10:00:00',OUT_OF_STOCK
445,445,SKU91185,500,0,20,WH3,SHELF445,'2025-05-13 10:00:00',IN_STOCK
446,446,SKU43397,500,0,20,WH2,SHELF446,'2025-05-13 10:00:00',LOW_STOCK
447,447,SKU61961,500,0,20,WH1,SHELF447,'2025-05-13 10:00:00',OUT_OF_STOCK
448,448,SKU36131,500,0,20,WH3,SHELF448,'2025-05-13 10:00:00',IN_STOCK
449,449,SKU10532,500,0,20,WH2,SHELF449,'2025-05-13 10:00:00',LOW_STOCK
450,450,SKU48762,500,0,20,WH1,SHELF450,'2025-05-13 10:00:00',OUT_OF_STOCK
451,451,SKU56150,500,0,20,WH3,SHELF451,'2025-05-13 10:00:00',IN_STOCK
452,452,SKU32754,500,0,20,WH2,SHELF452,'2025-05-13 10:00:00',LOW_STOCK
453,453,SKU75073,500,0,20,WH1,SHELF453,'2025-05-13 10:00:00',OUT_OF_STOCK
454,454,SKU18286,500,0,20,WH3,SHELF454,'2025-05-13 10:00:00',IN_STOCK
455,455,SKU23714,500,0,20,WH2,SHELF455,'2025-05-13 10:00:00',LOW_STOCK
456,456,SKU29155,500,0,20,WH1,SHELF456,'2025-05-13 10:00:00',OUT_OF_STOCK
457,457,SKU52587,500,0,20,WH3,SHELF457,'2025-05-13 10:00:00',IN_STOCK
458,458,SKU25663,500,0,20,WH2,SHELF458,'2025-05-13 10:00:00',LOW_STOCK
459,459,SKU24270,500,0,20,WH1,SHELF459,'2025-05-13 10:00:00',OUT_OF_STOCK
460,460,SKU95521,500,0,20,WH3,SHELF460,'2025-05-13 10:00:00',IN_STOCK
461,461,SKU20608,500,0,20,WH2,SHELF461,'2025-05-13 10:00:00',LOW_STOCK
462,462,SKU59337,500,0,20,WH1,SHELF462,'2025-05-13 10:00:00',OUT_OF_STOCK
463,463,SKU58576,500,0,20,WH3,SHELF463,'2025-05-13 10:00:00',IN_STOCK
464,464,SKU51311,500,0,20,WH2,SHELF464,'2025-05-13 10:00:00',LOW_STOCK
465,465,SKU13506,500,0,20,WH1,SHELF465,'2025-05-13 10:00:00',OUT_OF_STOCK
466,466,SKU30342,500,0,20,WH3,SHELF466,'2025-05-13 10:00:00',IN_STOCK
467,467,SKU28629,500,0,20,WH2,SHELF467,'2025-05-13 10:00:00',LOW_STOCK
468,468,SKU69253,500,0,20,WH1,SHELF468,'2025-05-13 10:00:00',OUT_OF_STOCK
469,469,SKU10377,500,0,20,WH3,SHELF469,'2025-05-13 10:00:00',IN_STOCK
470,470,SKU65758,500,0,20,WH2,SHELF470,'2025-05-13 10:00:00',LOW_STOCK
471,471,SKU17018,500,0,20,WH1,SHELF471,'2025-05-13 10:00:00',OUT_OF_STOCK
472,472,SKU72731,500,0,20,WH3,SHELF472,'2025-05-13 10:00:00',IN_STOCK
473,473,SKU18461,500,0,20,WH2,SHELF473,'2025-05-13 10:00:00',LOW_STOCK
474,474,SKU69807,500,0,20,WH1,SHELF474,'2025-05-13 10:00:00',OUT_OF_STOCK
475,475,SKU47067,500,0,20,WH3,SHELF475,'2025-05-13 10:00:00',IN_STOCK
476,476,SKU23868,500,0,20,WH2,SHELF476,'2025-05-13 10:00:00',LOW_STOCK
477,477,SKU59074,500,0,20,WH1,SHELF477,'2025-05-13 10:00:00',OUT_OF_STOCK
478,478,SKU19214,500,0,20,WH3,SHELF478,'2025-05-13 10:00:00',IN_STOCK
479,479,SKU30268,500,0,20,WH2,SHELF479,'2025-05-13 10:00:00',LOW_STOCK
480,480,SKU94665,500,0,20,WH1,SHELF480,'2025-05-13 10:00:00',OUT_OF_STOCK
481,481,SKU71945,500,0,20,WH3,SHELF481,'2025-05-13 10:00:00',IN_STOCK
482,482,SKU24339,500,0,20,WH2,SHELF482,'2025-05-13 10:00:00',LOW_STOCK
483,483,SKU42189,500,0,20,WH1,SHELF483,'2025-05-13 10:00:00',OUT_OF_STOCK
484,484,SKU67514,500,0,20,WH3,SHELF484,'2025-05-13 10:00:00',IN_STOCK
485,485,SKU27204,500,0,20,WH2,SHELF485,'2025-05-13 10:00:00',LOW_STOCK
486,486,SKU62861,500,0,20,WH1,SHELF486,'2025-05-13 10:00:00',OUT_OF_STOCK
487,487,SKU65422,500,0,20,WH3,SHELF487,'2025-05-13 10:00:00',IN_STOCK
488,488,SKU21001,500,0,20,WH2,SHELF488,'2025-05-13 10:00:00',LOW_STOCK
489,489,SKU43834,500,0,20,WH1,SHELF489,'2025-05-13 10:00:00',OUT_OF_STOCK
490,490,SKU81208,500,0,20,WH3,SHELF490,'2025-05-13 10:00:00',IN_STOCK
491,491,SKU99867,500,0,20,WH2,SHELF491,'2025-05-13 10:00:00',LOW_STOCK
492,492,SKU51248,500,0,20,WH1,SHELF492,'2025-05-13 10:00:00',OUT_OF_STOCK
493,493,SKU39307,500,0,20,WH3,SHELF493,'2025-05-13 10:00:00',IN_STOCK
494,494,SKU64375,500,0,20,WH2,SHELF494,'2025-05-13 10:00:00',LOW_STOCK
495,495,SKU68849,500,0,20,WH1,SHELF495,'2025-05-13 10:00:00',OUT_OF_STOCK
496,496,SKU27273,500,0,20,WH3,SHELF496,'2025-05-13 10:00:00',IN_STOCK
497,497,SKU61482,500,0,20,WH2,SHELF497,'2025-05-13 10:00:00',LOW_STOCK
498,498,SKU57092,500,0,20,WH1,SHELF498,'2025-05-13 10:00:00',OUT_OF_STOCK
499,499,SKU73386,500,0,20,WH3,SHELF499,'2025-05-13 10:00:00',IN_STOCK
500,500,SKU90892,500,0,20,WH2,SHELF500,'2025-05-13 10:00:00',LOW_STOCK
501,501,SKU43897,500,0,20,WH3,SHELF501,'2025-05-13 10:00:00',OUT_OF_STOCK
502,502,SKU39536,500,0,20,WH2,SHELF502,'2025-05-13 10:00:00',IN_STOCK
503,503,SKU76132,500,0,20,WH1,SHELF503,'2025-05-13 10:00:00',LOW_STOCK
504,504,SKU13042,500,0,20,WH3,SHELF504,'2025-05-13 10:00:00',OUT_OF_STOCK
505,505,SKU89013,500,0,20,WH2,SHELF505,'2025-05-13 10:00:00',IN_STOCK
506,506,SKU34492,500,0,20,WH3,SHELF506,'2025-05-13 10:00:00',LOW_STOCK
507,507,SKU63823,500,0,20,WH2,SHELF507,'2025-05-13 10:00:00',OUT_OF_STOCK
508,508,SKU94449,500,0,20,WH1,SHELF508,'2025-05-13 10:00:00',IN_STOCK
509,509,SKU61717,500,0,20,WH3,SHELF509,'2025-05-13 10:00:00',LOW_STOCK
510,510,SKU30033,500,0,20,WH2,SHELF510,'2025-05-13 10:00:00',OUT_OF_STOCK
511,511,SKU88308,500,0,20,WH3,SHELF511,'2025-05-13 10:00:00',IN_STOCK
512,512,SKU95911,500,0,20,WH2,SHELF512,'2025-05-13 10:00:00',LOW_STOCK
513,513,SKU48087,500,0,20,WH1,SHELF513,'2025-05-13 10:00:00',OUT_OF_STOCK
514,514,SKU80597,500,0,20,WH3,SHELF514,'2025-05-13 10:00:00',IN_STOCK
515,515,SKU91454,500,0,20,WH2,SHELF515,'2025-05-13 10:00:00',LOW_STOCK
516,516,SKU76420,500,0,20,WH3,SHELF516,'2025-05-13 10:00:00',OUT_OF_STOCK
517,517,SKU22905,500,0,20,WH2,SHELF517,'2025-05-13 10:00:00',IN_STOCK
518,518,SKU19154,500,0,20,WH1,SHELF518,'2025-05-13 10:00:00',LOW_STOCK
519,519,SKU82748,500,0,20,WH3,SHELF519,'2025-05-13 10:00:00',OUT_OF_STOCK
520,520,SKU49300,500,0,20,WH2,SHELF520,'2025-05-13 10:00:00',IN_STOCK
521,521,SKU45544,500,0,20,WH3,SHELF521,'2025-05-13 10:00:00',LOW_STOCK
522,522,SKU88025,500,0,20,WH2,SHELF522,'2025-05-13 10:00:00',OUT_OF_STOCK
523,523,SKU83762,500,0,20,WH1,SHELF523,'2025-05-13 10:00:00',IN_STOCK
524,524,SKU54390,500,0,20,WH3,SHELF524,'2025-05-13 10:00:00',LOW_STOCK
525,525,SKU69336,500,0,20,WH2,SHELF525,'2025-05-13 10:00:00',OUT_OF_STOCK
526,526,SKU41815,500,0,20,WH3,SHELF526,'2025-05-13 10:00:00',IN_STOCK
527,527,SKU68619,500,0,20,WH2,SHELF527,'2025-05-13 10:00:00',LOW_STOCK
528,528,SKU39110,500,0,20,WH1,SHELF528,'2025-05-13 10:00:00',OUT_OF_STOCK
529,529,SKU43314,500,0,20,WH3,SHELF529,'2025-05-13 10:00:00',IN_STOCK
530,530,SKU65151,500,0,20,WH2,SHELF530,'2025-05-13 10:00:00',LOW_STOCK
531,531,SKU59547,500,0,20,WH3,SHELF531,'2025-05-13 10:00:00',OUT_OF_STOCK
532,532,SKU37784,500,0,20,WH2,SHELF532,'2025-05-13 10:00:00',IN_STOCK
533,533,SKU15070,500,0,20,WH1,SHELF533,'2025-05-13 10:00:00',LOW_STOCK
534,534,SKU27976,500,0,20,WH3,SHELF534,'2025-05-13 10:00:00',OUT_OF_STOCK
535,535,SKU10647,500,0,20,WH2,SHELF535,'2025-05-13 10:00:00',IN_STOCK
536,536,SKU83594,500,0,20,WH3,SHELF536,'2025-05-13 10:00:00',LOW_STOCK
537,537,SKU77752,500,0,20,WH2,SHELF537,'2025-05-13 10:00:00',OUT_OF_STOCK
538,538,SKU92263,500,0,20,WH1,SHELF538,'2025-05-13 10:00:00',IN_STOCK
539,539,SKU83174,500,0,20,WH3,SHELF539,'2025-05-13 10:00:00',LOW_STOCK
540,540,SKU76209,500,0,20,WH2,SHELF540,'2025-05-13 10:00:00',OUT_OF_STOCK
541,541,SKU21613,500,0,20,WH3,SHELF541,'2025-05-13 10:00:00',IN_STOCK
542,542,SKU11579,500,0,20,WH2,SHELF542,'2025-05-13 10:00:00',LOW_STOCK
543,543,SKU71926,500,0,20,WH1,SHELF543,'2025-05-13 10:00:00',OUT_OF_STOCK
544,544,SKU43119,500,0,20,WH3,SHELF544,'2025-05-13 10:00:00',IN_STOCK
545,545,SKU80317,500,0,20,WH2,SHELF545,'2025-05-13 10:00:00',LOW_STOCK
546,546,SKU82282,500,0,20,WH3,SHELF546,'2025-05-13 10:00:00',OUT_OF_STOCK
547,547,SKU41025,500,0,20,WH2,SHELF547,'2025-05-13 10:00:00',IN_STOCK
548,548,SKU55830,500,0,20,WH1,SHELF548,'2025-05-13 10:00:00',LOW_STOCK
549,549,SKU96649,500,0,20,WH3,SHELF549,'2025-05-13 10:00:00',OUT_OF_STOCK
550,550,SKU51411,500,0,20,WH2,SHELF550,'2025-05-13 10:00:00',IN_STOCK
551,551,SKU64108,500,0,20,WH3,SHELF551,'2025-05-13 10:00:00',LOW_STOCK
552,552,SKU78029,500,0,20,WH2,SHELF552,'2025-05-13 10:00:00',OUT_OF_STOCK
553,553,SKU15372,500,0,20,WH1,SHELF553,'2025-05-13 10:00:00',IN_STOCK
554,554,SKU83295,500,0,20,WH3,SHELF554,'2025-05-13 10:00:00',LOW_STOCK
555,555,SKU22965,500,0,20,WH2,SHELF555,'2025-05-13 10:00:00',OUT_OF_STOCK
556,556,SKU13347,500,0,20,WH3,SHELF556,'2025-05-13 10:00:00',IN_STOCK
557,557,SKU18139,500,0,20,WH2,SHELF557,'2025-05-13 10:00:00',LOW_STOCK
558,558,SKU28081,500,0,20,WH1,SHELF558,'2025-05-13 10:00:00',OUT_OF_STOCK
559,559,SKU51022,500,0,20,WH3,SHELF559,'2025-05-13 10:00:00',IN_STOCK
